Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,Processor Graphics ‡
Intel® Core™ i9-9980XE Extreme Edition Processor,Q4'18,18,4.40 GHz,24.75 MB Intel® Smart Cache,
Intel® Core™ i3-8145UE Processor,Q3'18,2,3.90 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 620
Intel® Core™ i5-8365UE Processor,Q3'18,4,4.10 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics 620
Intel® Core™ i7-8665UE Processor,Q3'18,4,4.40 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics 620
Intel® Core™ i3-8100B Processor,Q3'18,4,,6 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8210Y Processor,Q1'19,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 617
Intel® Core™ i3-8145U Processor,Q3'18,2,3.90 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics for 8th Generation Intel® Processors
Intel® Core™ i5-8200Y Processor,Q3'18,2,3.90 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 615
Intel® Core™ i5-8265U Processor,Q3'18,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics for 8th Generation Intel® Processors
Intel® Core™ i7-8500Y Processor,Q1'19,2,4.20 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 615
Intel® Core™ i7-8565U Processor,Q3'18,4,4.60 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics for 8th Generation Intel® Processors
Intel® Core™ m3-8100Y Processor,Q3'18,2,3.40 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 615
Intel® Core™ i5-8305G Processor with Radeon™ Pro WX Vega M GL graphics,Q3'18,4,3.80 GHz,6 MB,Intel® HD Graphics 630
Intel® Core™ i7-8706G Processor with Radeon™ Pro WX Vega M GL graphics,Q3'18,4,4.10 GHz,8 MB,Intel® HD Graphics 630
Intel® Core™ i7-8086K Processor,Q2'18,6,5.00 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i3-8100T Processor,Q2'18,4,,6 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i3-8109U Processor,Q2'18,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 655
Intel® Core™ i3-8300 Processor,Q2'18,4,,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i3-8300T Processor,Q2'18,4,,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8259U Processor,Q2'18,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 655
Intel® Core™ i5-8269U Processor,Q2'18,4,4.20 GHz,6 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 655
Intel® Core™ i5-8300H Processor,Q2'18,4,4.00 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
"Intel® Core™ i5+8400 Processor 
 (9M Cache, up to 4.00 GHz) includes Intel® Optane™ Memory",Q2'18,6,4.00 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8400B Processor,Q2'18,6,4.00 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8400H Processor,Q2'18,4,4.20 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8400T Processor,Q2'18,6,3.30 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8500 Processor,Q2'18,6,4.10 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
"Intel® Core™ i5+8500 Processor 
 (9M Cache, up to 4.10 GHz) includes Intel® Optane™ Memory",Q2'18,6,4.10 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8500B Processor,Q2'18,6,4.10 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8500T Processor,Q2'18,6,3.50 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8600 Processor,Q2'18,6,4.30 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8600T Processor,Q2'18,6,3.70 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i7-8559U Processor,Q2'18,4,4.50 GHz,8 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 655
"Intel® Core™ i7+8700 Processor 
 (12M Cache, up to 4.60 GHz) includes Intel® Optane™ Memory",Q2'18,6,4.60 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i7-8700B Processor,Q2'18,6,4.60 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i7-8700T Processor,Q2'18,6,4.00 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i7-8750H Processor,Q2'18,6,4.10 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i7-8850H Processor,Q2'18,6,4.30 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i9-8950HK Processor,Q2'18,6,4.80 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i3-7020U Processor,Q2'18,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 620
Intel® Core™ i3-8130U Processor,Q1'18,2,3.40 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 620
Intel® Core™ i5-8305G Processor with Radeon™ RX Vega M GL graphics,Q1'18,4,3.80 GHz,6 MB,Intel® HD Graphics 630
Intel® Core™ i7-8705G Processor with Radeon™ RX Vega M GL graphics,Q1'18,4,4.10 GHz,8 MB,Intel® HD Graphics 630
Intel® Core™ i7-8706G Processor with Radeon™ RX Vega M GL graphics,Q1'18,4,4.10 GHz,8 MB,Intel® HD Graphics 630
Intel® Core™ i7-8709G Processor with Radeon™ RX Vega M GH graphics,Q1'18,4,4.10 GHz,8 MB,Intel® HD Graphics 630
Intel® Core™ i7-8809G Processor with Radeon™ RX Vega M GH graphics,Q1'18,4,4.20 GHz,8 MB,Intel® HD Graphics 630
Intel® Core™ i3-8100H Processor,Q4'17,4,,6 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-9500TE Processor,Q4'17,6,3.60 GHz,9 MB,Intel® UHD Graphics 630
Intel® Core™ i3-8100 Processor,Q4'17,4,,6 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i3-8350K Processor,Q4'17,4,,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8400 Processor,Q4'17,6,4.00 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i5-8600K Processor,Q4'17,6,4.30 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i7-8700 Processor,Q4'17,6,4.60 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i7-8700K Processor,Q4'17,6,4.70 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
Intel® Core™ i9-7940X X-series Processor,Q3'17,14,4.30 GHz,19.25 MB,
Intel® Core™ i9-7960X X-series Processor,Q3'17,16,4.20 GHz,22 MB,
Intel® Core™ i9-7980XE Extreme Edition Processor,Q3'17,18,4.20 GHz,24.75 MB,
Intel® Core™ i5-8250U Processor,Q3'17,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics 620
Intel® Core™ i5-8350U Processor,Q3'17,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics 620
Intel® Core™ i7-8550U Processor,Q3'17,4,4.00 GHz,8192,Intel® UHD Graphics 620
Intel® Core™ i7-8650U Processor,Q3'17,4,4.20 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics 620
Intel® Core™ i9-7920X X-series Processor,Q3'17,12,4.30 GHz,16.5 MB L3 Cache,
Intel® Core™ i3-7130U Processor,Q2'17,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 620
Intel® Core™ i5-7640X X-series Processor,Q2'17,4,4.20 GHz,6 MB,
Intel® Core™ i7-7740X X-series Processor,Q2'17,4,4.50 GHz,8 MB,
Intel® Core™ i7-7800X X-series Processor,Q2'17,6,4.00 GHz,8.25 MB L3 Cache,
Intel® Core™ i7-7820X X-series Processor,Q2'17,8,4.30 GHz,11 MB L3 Cache,
Intel® Core™ i9-7900X X-series Processor,Q2'17,10,4.30 GHz,13.75 MB L3 Cache,
Intel® Core™ m3-7Y32 Processor,Q2'17,2,3.00 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 615
Intel® Core™ i3-7100 Processor,Q1'17,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i3-7100E Processor,Q1'17,2,,3 MB,Intel® HD Graphics 630
Intel® Core™ i3-7100H Processor,Q1'17,2,,3 MB,Intel® HD Graphics 630
Intel® Core™ i3-7100T Processor,Q1'17,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i3-7101E Processor,Q1'17,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i3-7101TE Processor,Q1'17,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i3-7102E Processor,Q1'17,2,,3 MB,Intel® HD Graphics 630
Intel® Core™ i3-7167U Processor,Q1'17,2,,3 MB,Intel® Iris® Plus Graphics 650
Intel® Core™ i3-7300 Processor,Q1'17,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i3-7300T Processor,Q1'17,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i3-7320 Processor,Q1'17,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i3-7350K Processor,Q1'17,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i5-7260U Processor,Q1'17,2,3.40 GHz,4 MB,Intel® Iris® Plus Graphics 640
Intel® Core™ i5-7267U Processor,Q1'17,2,3.50 GHz,4 MB,Intel® Iris® Plus Graphics 650
Intel® Core™ i5-7287U Processor,Q1'17,2,3.70 GHz,4 MB,Intel® Iris® Plus Graphics 650
Intel® Core™ i5-7300HQ Processor,Q1'17,4,3.50 GHz,6 MB,Intel® HD Graphics 630
Intel® Core™ i5-7300U Processor,Q1'17,2,3.50 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 620
Intel® Core™ i5-7360U Processor,Q1'17,2,3.60 GHz,4 MB,Intel® Iris® Plus Graphics 640
Intel® Core™ i5-7400 Processor,Q1'17,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i5-7400T Processor,Q1'17,4,3.00 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i5-7440EQ Processor,Q1'17,4,3.60 GHz,6 MB,Intel® HD Graphics 630
Intel® Core™ i5-7440HQ Processor,Q1'17,4,3.80 GHz,6 MB,Intel® HD Graphics 630
Intel® Core™ i5-7442EQ Processor,Q1'17,4,2.90 GHz,6 MB,Intel® HD Graphics 630
Intel® Core™ i5-7500 Processor,Q1'17,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i5-7500T Processor,Q1'17,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i5-7600 Processor,Q1'17,4,4.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i5-7600K Processor,Q1'17,4,4.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i5-7600T Processor,Q1'17,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i5-7Y57 Processor,Q1'17,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 615
Intel® Core™ i7-7560U Processor,Q1'17,2,3.80 GHz,4 MB,Intel® Iris® Plus Graphics 640
Intel® Core™ i7-7567U Processor,Q1'17,2,4.00 GHz,4 MB,Intel® Iris® Plus Graphics 650
Intel® Core™ i7-7660U Processor,Q1'17,2,4.00 GHz,4 MB,Intel® Iris® Plus Graphics 640
Intel® Core™ i7-7700 Processor,Q1'17,4,4.20 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i7-7700HQ Processor,Q1'17,4,3.80 GHz,6 MB,Intel® HD Graphics 630
Intel® Core™ i7-7700K Processor,Q1'17,4,4.50 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i7-7700T Processor,Q1'17,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 630
Intel® Core™ i7-7820EQ Processor,Q1'17,4,3.70 GHz,8 MB,Intel® HD Graphics 630
Intel® Core™ i7-7820HK Processor,Q1'17,4,3.90 GHz,8 MB,Intel® HD Graphics 630
Intel® Core™ i7-7820HQ Processor,Q1'17,4,3.90 GHz,8 MB,Intel® HD Graphics 630
Intel® Core™ i7-7920HQ Processor,Q1'17,4,4.10 GHz,8 MB,Intel® HD Graphics 630
Intel® Core™ i3-6006U Processor,Q4'16,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 520
Intel® Core™ i7-7600U Processor,Q3'16,2,3.90 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 620
Intel® Core™ i3-6157U Processor,Q3'16,2,,3 MB Intel® Smart Cache,Intel® Iris® Graphics 550
Intel® Core™ i3-7100U Processor,Q3'16,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 620
Intel® Core™ i5-7200U Processor,Q3'16,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 620
Intel® Core™ i5-7Y54 Processor,Q3'16,2,3.20 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 615
Intel® Core™ i7-7500U Processor,Q3'16,2,3.50 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 620
Intel® Core™ i7-7Y75 Processor,Q3'16,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 615
Intel® Core™ m3-7Y30 Processor,Q3'16,2,2.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 615
Intel® Core™ i7-6800K Processor,Q2'16,6,3.60 GHz,15 MB Intel® Smart Cache,
Intel® Core™ i7-6850K Processor,Q2'16,6,3.80 GHz,15 MB,
Intel® Core™ i7-6900K Processor,Q2'16,8,3.70 GHz,20 MB,
Intel® Core™ i7-6950X Processor Extreme Edition,Q2'16,10,3.50 GHz,25 MB,
Intel® Core™ i5-6585R Processor,Q2'16,4,3.60 GHz,6 MB,Intel® Iris® Pro Graphics 580
Intel® Core™ i5-6685R Processor,Q2'16,4,3.80 GHz,6 MB,Intel® Iris® Pro Graphics 580
Intel® Core™ i7-6785R Processor,Q2'16,4,3.90 GHz,8 MB,Intel® Iris® Pro Graphics 580
Intel® Core™ i7-6660U Processor,Q1'16,2,3.40 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540
Intel® Core™ i5-6350HQ Processor,Q1'16,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 580
Intel® Core™ i7-6770HQ Processor,Q1'16,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 580
Intel® Core™ i7-6870HQ Processor,Q1'16,4,3.60 GHz,8 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 580
Intel® Core™ i7-6970HQ Processor,Q1'16,4,3.70 GHz,8 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 580
Intel® Core™ i3-6098P Processor,Q4'15,2,,3 MB,Intel® HD Graphics 510
Intel® Core™ i5-6402P Processor,Q4'15,4,3.40 GHz,6 MB,Intel® HD Graphics 510
Intel® Core™ i3-6100E Processor,Q4'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i3-6100TE Processor,Q4'15,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i3-6102E Processor,Q4'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i5-6440EQ Processor,Q4'15,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i5-6442EQ Processor,Q4'15,4,2.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i5-6500TE Processor,Q4'15,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i7-6700TE Processor,Q4'15,4,3.40 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i7-6820EQ Processor,Q4'15,4,3.50 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i7-6822EQ Processor,Q4'15,4,2.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i3-6100 Processor,Q3'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i3-6100H Processor,Q3'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i3-6100T Processor,Q3'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i3-6100U Processor,Q3'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 520
Intel® Core™ i3-6167U Processor,Q3'15,2,,3 MB Intel® Smart Cache,Intel® Iris® Graphics 550
Intel® Core™ i3-6300 Processor,Q3'15,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i3-6300T Processor,Q3'15,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i3-6320 Processor,Q3'15,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i5-6200U Processor,Q3'15,2,2.80 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 520
Intel® Core™ i5-6260U Processor,Q3'15,2,2.90 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540
Intel® Core™ i5-6267U Processor,Q3'15,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 550
Intel® Core™ i5-6287U Processor,Q3'15,2,3.50 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 550
Intel® Core™ i5-6300HQ Processor,Q3'15,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i5-6300U Processor,Q3'15,2,3.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 520
Intel® Core™ i5-6360U Processor,Q3'15,2,3.10 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540
Intel® Core™ i5-6400 Processor,Q3'15,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i5-6400T Processor,Q3'15,4,2.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i5-6440HQ Processor,Q3'15,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i5-6500 Processor,Q3'15,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i5-6500T Processor,Q3'15,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i5-6600 Processor,Q3'15,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i5-6600T Processor,Q3'15,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i7-6500U Processor,Q3'15,2,3.10 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 520
Intel® Core™ i7-6560U Processor,Q3'15,2,3.20 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540
Intel® Core™ i7-6600U Processor,Q3'15,2,3.40 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 520
Intel® Core™ i7-6650U Processor,Q3'15,2,3.40 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540
Intel® Core™ i7-6700 Processor,Q3'15,4,4.00 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i7-6700HQ Processor,Q3'15,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i7-6700T Processor,Q3'15,4,3.60 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i7-6820HK Processor,Q3'15,4,3.60 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i7-6820HQ Processor,Q3'15,4,3.60 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i7-6920HQ Processor,Q3'15,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ m3-6Y30 Processor,Q3'15,2,2.20 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 515
Intel® Core™ m5-6Y54 Processor,Q3'15,2,2.70 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 515
Intel® Core™ m5-6Y57 Processor,Q3'15,2,2.80 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 515
Intel® Core™ m7-6Y75 Processor,Q3'15,2,3.10 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 515
Intel® Core™ i5-6600K Processor,Q3'15,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i7-6700K Processor,Q3'15,4,4.20 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530
Intel® Core™ i7-6567U Processor,Q3'15,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 550
Intel® Core™ i5-5350H Processor,Q2'15,2,3.50 GHz,4 MB,Intel® Iris® Pro Graphics 6200
Intel® Core™ i5-5575R Processor,Q2'15,4,3.30 GHz,4 MB,Intel® Iris® Pro Graphics 6200
Intel® Core™ i5-5675C Processor,Q2'15,4,3.60 GHz,4 MB,Intel® Iris® Pro Graphics 6200
Intel® Core™ i5-5675R Processor,Q2'15,4,3.60 GHz,4 MB,Intel® Iris® Pro Graphics 6200
Intel® Core™ i7-5700EQ Processor,Q2'15,4,3.40 GHz,6 MB Intel® Smart Cache,
Intel® Core™ i7-5700HQ Processor,Q2'15,4,3.50 GHz,6 MB,Intel® Iris® Pro Graphics 6200
Intel® Core™ i7-5750HQ Processor,Q2'15,4,3.40 GHz,6 MB,Intel® Iris® Pro Graphics 6200
Intel® Core™ i7-5775C Processor,Q2'15,4,3.70 GHz,6 MB,Intel® Iris® Pro Graphics 6200
Intel® Core™ i7-5775R Processor,Q2'15,4,3.80 GHz,6 MB,Intel® Iris® Pro Graphics 6200
Intel® Core™ i7-5850EQ Processor,Q2'15,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 6200
Intel® Core™ i7-5850HQ Processor,Q2'15,4,3.60 GHz,6 MB,Intel® Iris® Pro Graphics 6200
Intel® Core™ i7-5950HQ Processor,Q2'15,4,3.80 GHz,6 MB,Intel® Iris® Pro Graphics 6200
Intel® Core™ i3-4170 Processor,Q1'15,2,,3 MB,Intel® HD Graphics 4400
Intel® Core™ i3-4170T Processor,Q1'15,2,,3 MB,Intel® HD Graphics 4400
Intel® Core™ i3-4370T Processor,Q1'15,2,,4 MB,Intel® HD Graphics 4600
Intel® Core™ i3-5015U Processor,Q1'15,2,,3 MB,Intel® HD Graphics 5500
Intel® Core™ i3-5020U Processor,Q1'15,2,,3 MB,Intel® HD Graphics 5500
Intel® Core™ i7-4720HQ Processor,Q1'15,4,3.60 GHz,6 MB,Intel® HD Graphics 4600
Intel® Core™ i7-4722HQ Processor,Q1'15,4,3.40 GHz,6 MB,Intel® HD Graphics 4600
Intel® Core™ i3-5005U Processor,Q1'15,2,,3 MB,Intel® HD Graphics 5500
Intel® Core™ i3-5010U Processor,Q1'15,2,,3 MB,Intel® HD Graphics 5500
Intel® Core™ i3-5157U Processor,Q1'15,2,,3 MB,Intel® Iris® Graphics 6100
Intel® Core™ i5-5200U Processor,Q1'15,2,2.70 GHz,3 MB,Intel® HD Graphics 5500
Intel® Core™ i5-5250U Processor,Q1'15,2,2.70 GHz,3 MB,Intel® HD Graphics 6000
Intel® Core™ i5-5257U Processor,Q1'15,2,3.10 GHz,3 MB,Intel® Iris® Graphics 6100
Intel® Core™ i5-5287U Processor,Q1'15,2,3.30 GHz,3 MB,Intel® Iris® Graphics 6100
Intel® Core™ i5-5300U Processor,Q1'15,2,2.90 GHz,3 MB,Intel® HD Graphics 5500
Intel® Core™ i5-5350U Processor,Q1'15,2,2.90 GHz,3 MB,Intel® HD Graphics 6000
Intel® Core™ i7-5500U Processor,Q1'15,2,3.00 GHz,4 MB,Intel® HD Graphics 5500
Intel® Core™ i7-5550U Processor,Q1'15,2,3.00 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 6000
Intel® Core™ i7-5557U Processor,Q1'15,2,3.40 GHz,4 MB,Intel® Iris® Graphics 6100
