Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,Processor Graphics ‡
Intel® Core™ i5-3427U Processor,Q2'12,2,2.80 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i5-3470 Processor,Q2'12,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500
Intel® Core™ i5-3470S Processor,Q2'12,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500
Intel® Core™ i5-3470T Processor,Q2'12,2,3.60 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 2500
Intel® Core™ i5-3475S Processor,Q2'12,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i5-3570 Processor,Q2'12,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500
Intel® Core™ i5-3570S Processor,Q2'12,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500
Intel® Core™ i7-3517U Processor,Q2'12,2,3.00 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3520M Processor,Q2'12,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3667U Processor,Q2'12,2,3.20 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i3-2115C Processor,Q2'12,2,,3 MB Intel® Smart Cache,
Intel® Core™ i5-3450 Processor,Q2'12,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500
Intel® Core™ i5-3450S Processor,Q2'12,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500
Intel® Core™ i5-3550 Processor,Q2'12,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500
Intel® Core™ i5-3550S Processor,Q2'12,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500
Intel® Core™ i5-3570K Processor,Q2'12,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i5-3570T Processor,Q2'12,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500
Intel® Core™ i7-3610QE Processor,Q2'12,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3610QM Processor,Q2'12,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3612QE Processor,Q2'12,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3612QM Processor,Q2'12,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3612QM Processor,Q2'12,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3615QE Processor,Q2'12,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3615QM Processor,Q2'12,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3720QM Processor,Q2'12,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3770 Processor,Q2'12,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3770K Processor,Q2'12,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3770S Processor,Q2'12,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3770T Processor,Q2'12,4,3.70 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3820QM Processor,Q2'12,4,3.70 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3920XM Processor Extreme Edition,Q2'12,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000
Intel® Core™ i7-3820 Processor,Q1'12,4,3.80 GHz,10 MB Intel® Smart Cache,
Intel® Core™ i5-2380P Processor,Q1'12,4,3.40 GHz,6 MB Intel® Smart Cache,
Intel® Core™ i5-2450P Processor,Q1'12,4,3.50 GHz,6 MB Intel® Smart Cache,
Intel® Core™ i5-2550K Processor,Q1'12,4,3.80 GHz,6 MB Intel® Smart Cache,
Intel® Core™ i3-2370M Processor,Q1'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2450M Processor,Q1'12,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-3930K Processor,Q4'11,6,3.80 GHz,12 MB Intel® Smart Cache,
Intel® Core™ i7-3960X Processor Extreme Edition,Q4'11,6,3.90 GHz,15 MB Intel® Smart Cache,
Intel® Core™ i7-2700K Processor,Q4'11,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i3-2350M Processor,Q4'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i3-2367M Processor,Q4'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2430M Processor,Q4'11,2,3.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2435M Processor,Q4'11,2,3.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2670QM Processor,Q4'11,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2675QM Processor,Q4'11,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i3-2120T Processor,Q3'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i3-2125 Processor,Q3'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i3-2130 Processor,Q3'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i5-2320 Processor,Q3'11,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i7-2640M Processor,Q4'11,2,3.50 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2760QM Processor,Q4'11,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2860QM Processor,Q4'11,4,3.60 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2960XM Processor Extreme Edition,Q4'11,4,3.70 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-980 Processor,Q2'11,6,3.60 GHz,12 MB Intel® Smart Cache,
Intel® Core™ i3-2330E Processor,Q2'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i3-2330M Processor,Q2'11,2,,3 MB L3 Cache,Intel® HD Graphics 3000
Intel® Core™ i3-2340UE Processor,Q2'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i3-2357M Processor,Q2'11,2,,3 MB L3 Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2467M Processor,Q2'11,2,2.30 GHz,3 MB L3 Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2557M Processor,Q2'11,2,2.70 GHz,3 MB L3 Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2637M Processor,Q2'11,2,2.80 GHz,4 MB L3 Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2677M Processor,Q2'11,2,2.90 GHz,4 MB L3 Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2310 Processor,Q2'11,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i5-2405S Processor,Q2'11,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i3-2102 Processor,Q2'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i3-2105 Processor,Q2'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i3-2312M Processor,Q2'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2610UE Processor,Q1'11,2,2.40 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2655LE Processor,Q1'11,2,2.90 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i3-2100 Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i3-2100T Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i3-2120 Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i3-2310M Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2390T Processor,Q1'11,2,3.50 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i5-2410M Processor,Q1'11,2,2.90 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2510E Processor,Q1'11,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2515E Processor,Q1'11,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2520M Processor,Q1'11,2,3.20 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2537M Processor,Q1'11,2,2.30 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2540M Processor,Q1'11,2,3.30 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2617M Processor,Q1'11,2,2.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2620M Processor,Q1'11,2,3.40 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2629M Processor,Q1'11,2,3.00 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2649M Processor,Q1'11,2,3.20 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2657M Processor,Q1'11,2,2.70 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-990X Processor Extreme Edition,Q1'11,6,3.73 GHz,12 MB Intel® Smart Cache,
Intel® Core™ i5-2300 Processor,Q1'11,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i5-2400 Processor,Q1'11,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i5-2400S Processor,Q1'11,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i5-2500 Processor,Q1'11,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i5-2500K Processor,Q1'11,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i5-2500S Processor,Q1'11,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i5-2500T Processor,Q1'11,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i7-2600 Processor,Q1'11,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i7-2600K Processor,Q1'11,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2600S Processor,Q1'11,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 2000
Intel® Core™ i7-2630QM Processor,Q1'11,4,2.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2635QM Processor,Q1'11,4,2.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2710QE Processor,Q1'11,4,3.00 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2715QE Processor,Q1'11,4,3.00 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2720QM Processor,Q1'11,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2820QM Processor,Q1'11,4,3.40 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i7-2920XM Processor Extreme Edition,Q1'11,4,3.50 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i3-2310E Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000
Intel® Core™ i3-390M Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-480M Processor,Q1'11,2,2.93 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i3-380UM Processor,Q4'10,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-470UM Processor,Q4'10,2,1.86 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i3-560 Processor,Q3'10,2,,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-760 Processor,Q3'10,4,3.33 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i3-370M Processor,Q3'10,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i3-380M Processor,Q3'10,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-460M Processor,Q3'10,2,2.80 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-560M Processor,Q3'10,2,3.20 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-560UM Processor,Q3'10,2,2.13 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-580M Processor,Q3'10,2,3.33 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-640M Processor,Q3'10,2,3.46 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-660LM Processor,Q3'10,2,3.06 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-680UM Processor,Q3'10,2,2.53 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-740QM Processor,Q3'10,4,2.93 GHz,6 MB Intel® Smart Cache,
Intel® Core™ i7-840QM Processor,Q3'10,4,3.20 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-940XM Processor Extreme Edition,Q3'10,4,3.33 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-970 Processor,Q3'10,6,3.46 GHz,12 MB Intel® Smart Cache,
Intel® Core™ i3-550 Processor,Q2'10,2,,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-655K Processor,Q2'10,2,3.46 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-875K Processor,Q2'10,4,3.60 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-880 Processor,Q2'10,4,3.73 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i3-330UM Processor,Q2'10,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-430UM Processor,Q2'10,2,1.73 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-540UM Processor,Q2'10,2,2.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-660UM Processor,Q2'10,2,2.40 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-450M Processor,Q2'10,2,2.66 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-680 Processor,Q2'10,2,3.86 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-870S Processor,Q2'10,4,3.60 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-980X Processor Extreme Edition,Q1'10,6,3.60 GHz,12 MB Intel® Smart Cache,
Intel® Core™ i3-530 Processor,Q1'10,2,,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i3-540 Processor,Q1'10,2,,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-520E Processor,Q1'10,2,2.93 GHz,3 MB Intel® Smart Cache,
Intel® Core™ i5-520M Processor,Q1'10,2,2.93 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-520UM Processor,Q1'10,2,1.87 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-540M Processor,Q1'10,2,3.07 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-650 Processor,Q1'10,2,3.46 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-660 Processor,Q1'10,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-661 Processor,Q1'10,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-670 Processor,Q1'10,2,3.73 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-750S Processor,Q1'10,4,3.20 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-610E Processor,Q1'10,2,3.20 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-620LE Processor,Q1'10,2,2.80 GHz,4 MB Intel® Smart Cache,
Intel® Core™ i7-620LM Processor,Q1'10,2,2.80 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-620M Processor,Q1'10,2,3.33 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-620UE Processor,Q1'10,2,2.13 GHz,4 MB Intel® Smart Cache,
Intel® Core™ i7-620UM Processor,Q1'10,2,2.13 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-640LM Processor,Q1'10,2,2.93 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-640UM Processor,Q1'10,2,2.27 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-860S Processor,Q1'10,4,3.46 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i3-330E Processor,Q1'10,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i3-330M Processor,Q1'10,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i3-350M Processor,Q1'10,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i5-430M Processor,Q1'10,2,2.53 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-660UE Processor,Q1'10,2,2.40 GHz,4 MB,Intel® HD Graphics for Previous Generation Intel® Processors
Intel® Core™ i7-930 Processor,Q1'10,4,3.06 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-960 Processor,Q4'09,4,3.46 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-720QM Processor,Q3'09,4,2.80 GHz,6 MB Intel® Smart Cache,
Intel® Core™ i7-820QM Processor,Q3'09,4,3.06 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-920XM Processor Extreme Edition,Q3'09,4,3.20 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i5-750 Processor,Q3'09,4,3.20 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-860 Processor,Q3'09,4,3.46 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-870 Processor,Q3'09,4,3.60 GHz,8 MB Intel® Smart Cache,
Intel® Core™2 Quad Processor Q9505,Q3'09,4,,6 MB L2 Cache,
Intel® Core™2 Quad Processor Q9505S,Q3'09,4,,6 MB L2 Cache,
Intel® Core™2 Duo Processor P7570,Q3'09,2,,3 MB L2 Cache,
Intel® Core™2 Duo Processor T6670,Q3'09,2,,2 MB L2 Cache,
Intel® Core™2 Duo Processor P7550,Q3'09,2,,3 MB L2 Cache,
Intel® Core™2 Duo Processor T6500,Q2'09,2,,2 MB L2 Cache,
Intel® Core™ i7-950 Processor,Q2'09,4,3.33 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-975 Processor Extreme Edition,Q2'09,4,3.60 GHz,8 MB Intel® Smart Cache,
Intel® Core™2 Duo Processor E7600,Q2'09,2,,3 MB L2 Cache,
Intel® Core™2 Duo Processor P8800,Q2'09,2,,3 MB L2 Cache,
Intel® Core™2 Duo Processor P9700,Q2'09,2,,6 MB L2 Cache,
Intel® Core™2 Duo Processor T9900,Q2'09,2,,6 MB L2 Cache,
Intel® Core™2 Quad Processor Q8400,Q2'09,4,,4 MB L2 Cache,
Intel® Core™2 Quad Processor Q8400S,Q2'09,4,,4 MB L2 Cache,
Intel® Core™2 Solo Processor SU3500,Q2'09,1,,3 MB,
Intel® Core™2 Duo Processor SL9600,Q1'09,2,,6 MB L2 Cache,
Intel® Core™2 Duo Processor SP9600,Q1'09,2,,6 MB L2 Cache,
Intel® Core™2 Duo Processor SU9600,Q1'09,2,,3 MB L2 Cache,
Intel® Core™2 Solo Processor ULV SU3500,Q2'09,1,,3 MB L2 Cache,
Intel® Core™2 Duo Processor E7500,Q1'09,2,,3 MB L2 Cache,
Intel® Core™2 Quad Processor Q8200S,Q1'09,4,,4 MB L2 Cache,
Intel® Core™2 Quad Processor Q9400S,Q1'09,4,,6 MB L2 Cache,
Intel® Core™2 Quad Processor Q9550S,Q1'09,4,,12 MB L2 Cache,
Intel® Core™2 Duo Processor P7450,Q1'09,2,,3 MB L2 Cache,
Intel® Core™2 Duo Processor T6400,Q1'09,2,,2 MB L2 Cache,
Intel® Core™2 Duo Processor T6600,Q1'09,2,,2 MB L2 Cache,
Intel® Core™2 Duo Processor SL9380,Q3'08,2,,6 MB L2 Cache,
Intel® Core™2 Duo Processor P8700,Q4'08,2,,3 MB L2 Cache,
Intel® Core™2 Duo Processor P9600,Q4'08,2,,6 MB L2 Cache,
Intel® Core™2 Duo Processor T9550,Q4'08,2,,6 MB L2 Cache,
Intel® Core™2 Duo Processor T9800,Q4'08,2,,6 MB L2 Cache,
Intel® Core™2 Quad Processor Q9000,Q1'09,4,,6 MB L2 Cache,
Intel® Core™2 Quad Processor Q8300,Q4'08,4,,4 MB L2 Cache,
Intel® Core™ i7-920 Processor,Q4'08,4,2.93 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-940 Processor,Q4'08,4,3.20 GHz,8 MB Intel® Smart Cache,
Intel® Core™ i7-965 Processor Extreme Edition,Q4'08,4,3.46 GHz,8 MB Intel® Smart Cache,
Intel® Core™2 Duo Processor E7400,Q1'08,2,,3 MB L2 Cache,
Intel® Core™2 Duo Processor P7370,Q4'08,2,,3 MB L2 Cache,
Intel® Core™2 Duo Processor T5800,Q4'08,2,,2 MB L2 Cache,
